id	pr_analyte_id	pr_analyte_num	pr_bset_id	pr_lua_id	pr_pool_id	pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_bing	pr_is_inf	pr_is_lmark	pr_model_id
205954_at	-666	-666	-666	-666	-666	6258	RXRG	"retinoid X receptor, gamma"	-666	-666	N	mlr12k_epsilon5253_978
201844_s_at	-666	-666	-666	-666	-666	23429	RYBP	RING1 and YY1 binding protein	-666	-666	N	mlr12k_epsilon5253_978
201845_s_at	-666	-666	-666	-666	-666	23429	RYBP	RING1 and YY1 binding protein	-666	-666	N	mlr12k_epsilon5253_978
201846_s_at	-666	-666	-666	-666	-666	23429	RYBP	RING1 and YY1 binding protein	-666	-666	N	mlr12k_epsilon5253_978
202853_s_at	-666	-666	-666	-666	-666	6259	RYK	RYK receptor-like tyrosine kinase	-666	-666	N	mlr12k_epsilon5253_978
214172_x_at	-666	-666	-666	-666	-666	6259	RYK	RYK receptor-like tyrosine kinase	-666	-666	N	mlr12k_epsilon5253_978
216976_s_at	-666	-666	-666	-666	-666	6259	RYK	RYK receptor-like tyrosine kinase	-666	-666	N	mlr12k_epsilon5253_978
205485_at	-666	-666	-666	-666	-666	6261	RYR1	ryanodine receptor 1 (skeletal)	-666	-666	N	mlr12k_epsilon5253_978
207557_s_at	-666	-666	-666	-666	-666	6262	RYR2	ryanodine receptor 2 (cardiac)	-666	-666	N	mlr12k_epsilon5253_978
214044_at	-666	-666	-666	-666	-666	6262	RYR2	ryanodine receptor 2 (cardiac)	-666	-666	N	mlr12k_epsilon5253_978
206306_at	-666	-666	-666	-666	-666	6263	RYR3	ryanodine receptor 3	-666	-666	N	mlr12k_epsilon5253_978
205334_at	-666	-666	-666	-666	-666	6271	S100A1	S100 calcium binding protein A1	-666	-666	N	mlr12k_epsilon5253_978
200872_at	-666	-666	-666	-666	-666	6281	S100A10	S100 calcium binding protein A10	-666	-666	N	mlr12k_epsilon5253_978
200660_at	-666	-666	-666	-666	-666	6282	S100A11	S100 calcium binding protein A11	-666	-666	N	mlr12k_epsilon5253_978
208540_x_at	-666	-666	-666	-666	-666	6282	S100A11	S100 calcium binding protein A11	-666	-666	N	mlr12k_epsilon5253_978
205863_at	-666	-666	-666	-666	-666	6283	S100A12	S100 calcium binding protein A12	-666	-666	N	mlr12k_epsilon5253_978
218677_at	-666	-666	-666	-666	-666	57402	S100A14	S100 calcium binding protein A14	-666	-666	N	mlr12k_epsilon5253_978
204268_at	-666	-666	-666	-666	-666	6273	S100A2	S100 calcium binding protein A2	-666	-666	N	mlr12k_epsilon5253_978
206027_at	-666	-666	-666	-666	-666	6274	S100A3	S100 calcium binding protein A3	-666	-666	N	mlr12k_epsilon5253_978
207763_at	-666	-666	-666	-666	-666	6276	S100A5	S100 calcium binding protein A5	-666	-666	N	mlr12k_epsilon5253_978
217728_at	-666	-666	-666	-666	-666	6277	S100A6	S100 calcium binding protein A6	-666	-666	N	mlr12k_epsilon5253_978
205916_at	-666	-666	-666	-666	-666	6278	S100A7	S100 calcium binding protein A7	-666	-666	N	mlr12k_epsilon5253_978
202917_s_at	-666	-666	-666	-666	-666	6279	S100A8	S100 calcium binding protein A8	-666	-666	N	mlr12k_epsilon5253_978
214370_at	-666	-666	-666	-666	-666	6279	S100A8	S100 calcium binding protein A8	-666	-666	N	mlr12k_epsilon5253_978
203535_at	-666	-666	-666	-666	-666	6280	S100A9	S100 calcium binding protein A9	-666	-666	N	mlr12k_epsilon5253_978
209686_at	-666	-666	-666	-666	-666	6285	S100B	S100 calcium binding protein B	-666	-666	N	mlr12k_epsilon5253_978
207885_at	-666	-666	-666	-666	-666	795	S100G	S100 calcium binding protein G	-666	-666	N	mlr12k_epsilon5253_978
204351_at	-666	-666	-666	-666	-666	6286	S100P	S100 calcium binding protein P	-666	-666	N	mlr12k_epsilon5253_978
218370_s_at	-666	-666	-666	-666	-666	64766	S100PBP	S100P binding protein	-666	-666	N	mlr12k_epsilon5253_978
204642_at	-666	-666	-666	-666	-666	1901	S1PR1	sphingosine-1-phosphate receptor 1	-666	-666	N	mlr12k_epsilon5253_978
208537_at	-666	-666	-666	-666	-666	9294	S1PR2	sphingosine-1-phosphate receptor 2	-666	-666	N	mlr12k_epsilon5253_978
206437_at	-666	-666	-666	-666	-666	8698	S1PR4	sphingosine-1-phosphate receptor 4	-666	-666	N	mlr12k_epsilon5253_978
221417_x_at	-666	-666	-666	-666	-666	53637	S1PR5	sphingosine-1-phosphate receptor 5	-666	-666	N	mlr12k_epsilon5253_978
222226_at	-666	-666	-666	-666	-666	6290	SAA3P	serum amyloid A3 pseudogene	-666	-666	N	mlr12k_epsilon5253_978
207096_at	-666	-666	-666	-666	-666	6291	SAA4	"serum amyloid A4, constitutive"	-666	-666	N	mlr12k_epsilon5253_978
205449_at	-666	-666	-666	-666	-666	29901	SAC3D1	SAC3 domain containing 1	-666	-666	N	mlr12k_epsilon5253_978
213262_at	-666	-666	-666	-666	-666	26278	SACS	spastic ataxia of Charlevoix-Saguenay (sacsin)	-666	-666	N	mlr12k_epsilon5253_978
217946_s_at	-666	-666	-666	-666	-666	10055	SAE1	SUMO1 activating enzyme subunit 1	-666	-666	N	mlr12k_epsilon5253_978
201747_s_at	-666	-666	-666	-666	-666	6294	SAFB	scaffold attachment factor B	-666	-666	N	mlr12k_epsilon5253_978
201748_s_at	-666	-666	-666	-666	-666	6294	SAFB	scaffold attachment factor B	-666	-666	N	mlr12k_epsilon5253_978
213635_s_at	-666	-666	-666	-666	-666	6294	SAFB	scaffold attachment factor B	-666	-666	N	mlr12k_epsilon5253_978
203280_at	-666	-666	-666	-666	-666	9667	SAFB2	scaffold attachment factor B2	-666	-666	N	mlr12k_epsilon5253_978
32099_at	-666	-666	-666	-666	-666	9667	SAFB2	scaffold attachment factor B2	-666	-666	N	mlr12k_epsilon5253_978
206671_at	-666	-666	-666	-666	-666	6295	SAG	S-antigen; retina and pineal gland (arrestin)	-666	-666	N	mlr12k_epsilon5253_978
220793_at	-666	-666	-666	-666	-666	55511	SAGE1	sarcoma antigen 1	-666	-666	N	mlr12k_epsilon5253_978
206893_at	-666	-666	-666	-666	-666	6299	SALL1	sal-like 1 (Drosophila)	-666	-666	N	mlr12k_epsilon5253_978
213283_s_at	-666	-666	-666	-666	-666	6297	SALL2	sal-like 2 (Drosophila)	-666	-666	N	mlr12k_epsilon5253_978
213866_at	-666	-666	-666	-666	-666	201191	SAMD14	sterile alpha motif domain containing 14	-666	-666	N	mlr12k_epsilon5253_978
212845_at	-666	-666	-666	-666	-666	23034	SAMD4A	sterile alpha motif domain containing 4A	-666	-666	N	mlr12k_epsilon5253_978
215120_s_at	-666	-666	-666	-666	-666	23034	SAMD4A	sterile alpha motif domain containing 4A	-666	-666	N	mlr12k_epsilon5253_978
215495_s_at	-666	-666	-666	-666	-666	23034	SAMD4A	sterile alpha motif domain containing 4A	-666	-666	N	mlr12k_epsilon5253_978
215496_at	-666	-666	-666	-666	-666	23034	SAMD4A	sterile alpha motif domain containing 4A	-666	-666	N	mlr12k_epsilon5253_978
220457_at	-666	-666	-666	-666	-666	55095	SAMD4B	sterile alpha motif domain containing 4B	-666	-666	N	mlr12k_epsilon5253_978
219691_at	-666	-666	-666	-666	-666	54809	SAMD9	sterile alpha motif domain containing 9	-666	-666	N	mlr12k_epsilon5253_978
204502_at	-666	-666	-666	-666	-666	25939	SAMHD1	SAM domain and HD domain 1	-666	-666	N	mlr12k_epsilon5253_978
201569_s_at	-666	-666	-666	-666	-666	25813	SAMM50	sorting and assembly machinery component 50 homolog (S. cerevisiae)	-666	-666	N	mlr12k_epsilon5253_978
201570_at	-666	-666	-666	-666	-666	25813	SAMM50	sorting and assembly machinery component 50 homolog (S. cerevisiae)	-666	-666	N	mlr12k_epsilon5253_978
220330_s_at	-666	-666	-666	-666	-666	64092	SAMSN1	"SAM domain, SH3 domain and nuclear localization signals 1"	-666	-666	N	mlr12k_epsilon5253_978
220367_s_at	-666	-666	-666	-666	-666	79595	SAP130	"Sin3A-associated protein, 130kDa"	-666	-666	N	mlr12k_epsilon5253_978
208740_at	-666	-666	-666	-666	-666	10284	SAP18	"Sin3A-associated protein, 18kDa"	-666	-666	N	mlr12k_epsilon5253_978
208741_at	-666	-666	-666	-666	-666	10284	SAP18	"Sin3A-associated protein, 18kDa"	-666	-666	N	mlr12k_epsilon5253_978
208742_s_at	-666	-666	-666	-666	-666	10284	SAP18	"Sin3A-associated protein, 18kDa"	-666	-666	N	mlr12k_epsilon5253_978
204899_s_at	-666	-666	-666	-666	-666	8819	SAP30	"Sin3A-associated protein, 30kDa"	-666	-666	N	mlr12k_epsilon5253_978
204900_x_at	-666	-666	-666	-666	-666	8819	SAP30	"Sin3A-associated protein, 30kDa"	-666	-666	N	mlr12k_epsilon5253_978
213963_s_at	-666	-666	-666	-666	-666	8819	SAP30	"Sin3A-associated protein, 30kDa"	-666	-666	N	mlr12k_epsilon5253_978
217965_s_at	-666	-666	-666	-666	-666	29115	SAP30BP	SAP30 binding protein	-666	-666	N	mlr12k_epsilon5253_978
219129_s_at	-666	-666	-666	-666	-666	79685	SAP30L	SAP30-like	-666	-666	N	mlr12k_epsilon5253_978
201542_at	-666	-666	-666	-666	-666	56681	SAR1A	SAR1 homolog A (S. cerevisiae)	-666	-666	N	mlr12k_epsilon5253_978
201543_s_at	-666	-666	-666	-666	-666	56681	SAR1A	SAR1 homolog A (S. cerevisiae)	-666	-666	N	mlr12k_epsilon5253_978
210790_s_at	-666	-666	-666	-666	-666	56681	SAR1A	SAR1 homolog A (S. cerevisiae)	-666	-666	N	mlr12k_epsilon5253_978
218254_s_at	-666	-666	-666	-666	-666	51128	SAR1B	SAR1 homolog B (S. cerevisiae)	-666	-666	N	mlr12k_epsilon5253_978
207889_at	-666	-666	-666	-666	-666	1757	SARDH	sarcosine dehydrogenase	-666	-666	N	mlr12k_epsilon5253_978
210063_at	-666	-666	-666	-666	-666	1757	SARDH	sarcosine dehydrogenase	-666	-666	N	mlr12k_epsilon5253_978
210862_s_at	-666	-666	-666	-666	-666	1757	SARDH	sarcosine dehydrogenase	-666	-666	N	mlr12k_epsilon5253_978
211322_s_at	-666	-666	-666	-666	-666	1757	SARDH	sarcosine dehydrogenase	-666	-666	N	mlr12k_epsilon5253_978
200802_at	-666	-666	-666	-666	-666	6301	SARS	seryl-tRNA synthetase	-666	-666	N	mlr12k_epsilon5253_978
218702_at	-666	-666	-666	-666	-666	54938	SARS2	"seryl-tRNA synthetase 2, mitochondrial"	-666	-666	N	mlr12k_epsilon5253_978
200051_at	-666	-666	-666	-666	-666	9092	SART1	squamous cell carcinoma antigen recognized by T cells	-666	-666	N	mlr12k_epsilon5253_978
200069_at	-666	-666	-666	-666	-666	9733	SART3	squamous cell carcinoma antigen recognized by T cells 3	-666	-666	N	mlr12k_epsilon5253_978
209127_s_at	-666	-666	-666	-666	-666	9733	SART3	squamous cell carcinoma antigen recognized by T cells 3	-666	-666	N	mlr12k_epsilon5253_978
209128_s_at	-666	-666	-666	-666	-666	9733	SART3	squamous cell carcinoma antigen recognized by T cells 3	-666	-666	N	mlr12k_epsilon5253_978
213236_at	-666	-666	-666	-666	-666	23328	SASH1	SAM and SH3 domain containing 1	-666	-666	N	mlr12k_epsilon5253_978
41644_at	-666	-666	-666	-666	-666	23328	SASH1	SAM and SH3 domain containing 1	-666	-666	N	mlr12k_epsilon5253_978
204923_at	-666	-666	-666	-666	-666	54440	SASH3	SAM and SH3 domain containing 3	-666	-666	N	mlr12k_epsilon5253_978
203455_s_at	-666	-666	-666	-666	-666	6303	SAT1	spermidine/spermine N1-acetyltransferase 1	-666	-666	N	mlr12k_epsilon5253_978
210592_s_at	-666	-666	-666	-666	-666	6303	SAT1	spermidine/spermine N1-acetyltransferase 1	-666	-666	N	mlr12k_epsilon5253_978
213988_s_at	-666	-666	-666	-666	-666	6303	SAT1	spermidine/spermine N1-acetyltransferase 1	-666	-666	N	mlr12k_epsilon5253_978
213435_at	-666	-666	-666	-666	-666	23314	SATB2	SATB homeobox 2	-666	-666	N	mlr12k_epsilon5253_978
215591_at	-666	-666	-666	-666	-666	23314	SATB2	SATB homeobox 2	-666	-666	N	mlr12k_epsilon5253_978
218276_s_at	-666	-666	-666	-666	-666	60485	SAV1	salvador homolog 1 (Drosophila)	-666	-666	N	mlr12k_epsilon5253_978
212389_at	-666	-666	-666	-666	-666	6305	SBF1	SET binding factor 1	-666	-666	N	mlr12k_epsilon5253_978
212393_at	-666	-666	-666	-666	-666	6305	SBF1	SET binding factor 1	-666	-666	N	mlr12k_epsilon5253_978
213383_at	-666	-666	-666	-666	-666	6305	SBF1	SET binding factor 1	-666	-666	N	mlr12k_epsilon5253_978
222084_s_at	-666	-666	-666	-666	-666	6305	SBF1	SET binding factor 1	-666	-666	N	mlr12k_epsilon5253_978
39835_at	-666	-666	-666	-666	-666	6305	SBF1	SET binding factor 1	-666	-666	N	mlr12k_epsilon5253_978
216161_at	-666	-666	-666	-666	-666	55206	SBNO1	strawberry notch homolog 1 (Drosophila)	-666	-666	N	mlr12k_epsilon5253_978
216162_at	-666	-666	-666	-666	-666	55206	SBNO1	strawberry notch homolog 1 (Drosophila)	-666	-666	N	mlr12k_epsilon5253_978
218737_at	-666	-666	-666	-666	-666	55206	SBNO1	strawberry notch homolog 1 (Drosophila)	-666	-666	N	mlr12k_epsilon5253_978
204166_at	-666	-666	-666	-666	-666	22904	SBNO2	strawberry notch homolog 2 (Drosophila)	-666	-666	N	mlr12k_epsilon5253_978
215760_s_at	-666	-666	-666	-666	-666	22904	SBNO2	strawberry notch homolog 2 (Drosophila)	-666	-666	N	mlr12k_epsilon5253_978
211423_s_at	-666	-666	-666	-666	-666	6309	SC5DL	"sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, S. cerevisiae)-like"	-666	-666	N	mlr12k_epsilon5253_978
215064_at	-666	-666	-666	-666	-666	6309	SC5DL	"sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, S. cerevisiae)-like"	-666	-666	N	mlr12k_epsilon5253_978
206989_s_at	-666	-666	-666	-666	-666	9169	SCAF11	SR-related CTD-associated factor 11	-666	-666	N	mlr12k_epsilon5253_978
209376_x_at	-666	-666	-666	-666	-666	9169	SCAF11	SR-related CTD-associated factor 11	-666	-666	N	mlr12k_epsilon5253_978
213850_s_at	-666	-666	-666	-666	-666	9169	SCAF11	SR-related CTD-associated factor 11	-666	-666	N	mlr12k_epsilon5253_978
222310_at	-666	-666	-666	-666	-666	57466	SCAF4	SR-related CTD-associated factor 4	-666	-666	N	mlr12k_epsilon5253_978
222311_s_at	-666	-666	-666	-666	-666	57466	SCAF4	SR-related CTD-associated factor 4	-666	-666	N	mlr12k_epsilon5253_978
203250_at	-666	-666	-666	-666	-666	22828	SCAF8	SR-related CTD-associated factor 8	-666	-666	N	mlr12k_epsilon5253_978
214997_at	-666	-666	-666	-666	-666	286205	SCAI	suppressor of cancer cell invasion	-666	-666	N	mlr12k_epsilon5253_978
206667_s_at	-666	-666	-666	-666	-666	9522	SCAMP1	secretory carrier membrane protein 1	-666	-666	N	mlr12k_epsilon5253_978
206668_s_at	-666	-666	-666	-666	-666	9522	SCAMP1	secretory carrier membrane protein 1	-666	-666	N	mlr12k_epsilon5253_978
212416_at	-666	-666	-666	-666	-666	9522	SCAMP1	secretory carrier membrane protein 1	-666	-666	N	mlr12k_epsilon5253_978
212417_at	-666	-666	-666	-666	-666	9522	SCAMP1	secretory carrier membrane protein 1	-666	-666	N	mlr12k_epsilon5253_978
212425_at	-666	-666	-666	-666	-666	9522	SCAMP1	secretory carrier membrane protein 1	-666	-666	N	mlr12k_epsilon5253_978
218143_s_at	-666	-666	-666	-666	-666	10066	SCAMP2	secretory carrier membrane protein 2	-666	-666	N	mlr12k_epsilon5253_978
201771_at	-666	-666	-666	-666	-666	10067	SCAMP3	secretory carrier membrane protein 3	-666	-666	N	mlr12k_epsilon5253_978
213244_at	-666	-666	-666	-666	-666	113178	SCAMP4	secretory carrier membrane protein 4	-666	-666	N	mlr12k_epsilon5253_978
212699_at	-666	-666	-666	-666	-666	192683	SCAMP5	secretory carrier membrane protein 5	-666	-666	N	mlr12k_epsilon5253_978
206021_at	-666	-666	-666	-666	-666	54581	SCAND2	SCAN domain containing 2 pseudogene	-666	-666	N	mlr12k_epsilon5253_978
215670_s_at	-666	-666	-666	-666	-666	54581	SCAND2	SCAN domain containing 2 pseudogene	-666	-666	N	mlr12k_epsilon5253_978
222177_s_at	-666	-666	-666	-666	-666	54581	SCAND2	SCAN domain containing 2 pseudogene	-666	-666	N	mlr12k_epsilon5253_978
222211_x_at	-666	-666	-666	-666	-666	54581	SCAND2	SCAN domain containing 2 pseudogene	-666	-666	N	mlr12k_epsilon5253_978
212329_at	-666	-666	-666	-666	-666	22937	SCAP	SREBF chaperone	-666	-666	N	mlr12k_epsilon5253_978
209741_x_at	-666	-666	-666	-666	-666	49855	SCAPER	S-phase cyclin A-associated protein in the ER	-666	-666	N	mlr12k_epsilon5253_978
215848_at	-666	-666	-666	-666	-666	49855	SCAPER	S-phase cyclin A-associated protein in the ER	-666	-666	N	mlr12k_epsilon5253_978
216399_s_at	-666	-666	-666	-666	-666	49855	SCAPER	S-phase cyclin A-associated protein in the ER	-666	-666	N	mlr12k_epsilon5253_978
219416_at	-666	-666	-666	-666	-666	51435	SCARA3	"scavenger receptor class A, member 3"	-666	-666	N	mlr12k_epsilon5253_978
215834_x_at	-666	-666	-666	-666	-666	949	SCARB1	"scavenger receptor class B, member 1"	-666	-666	N	mlr12k_epsilon5253_978
215835_at	-666	-666	-666	-666	-666	949	SCARB1	"scavenger receptor class B, member 1"	-666	-666	N	mlr12k_epsilon5253_978
201646_at	-666	-666	-666	-666	-666	950	SCARB2	"scavenger receptor class B, member 2"	-666	-666	N	mlr12k_epsilon5253_978
201647_s_at	-666	-666	-666	-666	-666	950	SCARB2	"scavenger receptor class B, member 2"	-666	-666	N	mlr12k_epsilon5253_978
215754_at	-666	-666	-666	-666	-666	950	SCARB2	"scavenger receptor class B, member 2"	-666	-666	N	mlr12k_epsilon5253_978
206995_x_at	-666	-666	-666	-666	-666	8578	SCARF1	"scavenger receptor class F, member 1"	-666	-666	N	mlr12k_epsilon5253_978
201826_s_at	-666	-666	-666	-666	-666	51097	SCCPDH	saccharopine dehydrogenase (putative)	-666	-666	N	mlr12k_epsilon5253_978
200831_s_at	-666	-666	-666	-666	-666	6319	SCD	stearoyl-CoA desaturase (delta-9-desaturase)	-666	-666	N	mlr12k_epsilon5253_978
200832_s_at	-666	-666	-666	-666	-666	6319	SCD	stearoyl-CoA desaturase (delta-9-desaturase)	-666	-666	N	mlr12k_epsilon5253_978
211162_x_at	-666	-666	-666	-666	-666	6319	SCD	stearoyl-CoA desaturase (delta-9-desaturase)	-666	-666	N	mlr12k_epsilon5253_978
211708_s_at	-666	-666	-666	-666	-666	6319	SCD	stearoyl-CoA desaturase (delta-9-desaturase)	-666	-666	N	mlr12k_epsilon5253_978
220232_at	-666	-666	-666	-666	-666	79966	SCD5	stearoyl-CoA desaturase 5	-666	-666	N	mlr12k_epsilon5253_978
206884_s_at	-666	-666	-666	-666	-666	8796	SCEL	sciellin	-666	-666	N	mlr12k_epsilon5253_978
215548_s_at	-666	-666	-666	-666	-666	23256	SCFD1	sec1 family domain containing 1	-666	-666	N	mlr12k_epsilon5253_978
204035_at	-666	-666	-666	-666	-666	7857	SCG2	secretogranin II	-666	-666	N	mlr12k_epsilon5253_978
219196_at	-666	-666	-666	-666	-666	29106	SCG3	secretogranin III	-666	-666	N	mlr12k_epsilon5253_978
203889_at	-666	-666	-666	-666	-666	6447	SCG5	secretogranin V (7B2 protein)	-666	-666	N	mlr12k_epsilon5253_978
205725_at	-666	-666	-666	-666	-666	7356	SCGB1A1	"secretoglobin, family 1A, member 1 (uteroglobin)"	-666	-666	N	mlr12k_epsilon5253_978
207910_at	-666	-666	-666	-666	-666	10648	SCGB1D1	"secretoglobin, family 1D, member 1"	-666	-666	N	mlr12k_epsilon5253_978
206799_at	-666	-666	-666	-666	-666	10647	SCGB1D2	"secretoglobin, family 1D, member 2"	-666	-666	N	mlr12k_epsilon5253_978
205979_at	-666	-666	-666	-666	-666	4246	SCGB2A1	"secretoglobin, family 2A, member 1"	-666	-666	N	mlr12k_epsilon5253_978
206378_at	-666	-666	-666	-666	-666	4250	SCGB2A2	"secretoglobin, family 2A, member 2"	-666	-666	N	mlr12k_epsilon5253_978
205697_at	-666	-666	-666	-666	-666	10590	SCGN	"secretagogin, EF-hand calcium binding protein"	-666	-666	N	mlr12k_epsilon5253_978
222272_x_at	-666	-666	-666	-666	-666	85477	SCIN	scinderin	-666	-666	N	mlr12k_epsilon5253_978
219808_at	-666	-666	-666	-666	-666	51540	SCLY	selenocysteine lyase	-666	-666	N	mlr12k_epsilon5253_978
221575_at	-666	-666	-666	-666	-666	51540	SCLY	selenocysteine lyase	-666	-666	N	mlr12k_epsilon5253_978
59705_at	-666	-666	-666	-666	-666	51540	SCLY	selenocysteine lyase	-666	-666	N	mlr12k_epsilon5253_978
221216_s_at	-666	-666	-666	-666	-666	22955	SCMH1	sex comb on midleg homolog 1 (Drosophila)	-666	-666	N	mlr12k_epsilon5253_978
218793_s_at	-666	-666	-666	-666	-666	6322	SCML1	sex comb on midleg-like 1 (Drosophila)	-666	-666	N	mlr12k_epsilon5253_978
206147_x_at	-666	-666	-666	-666	-666	10389	SCML2	sex comb on midleg-like 2 (Drosophila)	-666	-666	N	mlr12k_epsilon5253_978
208578_at	-666	-666	-666	-666	-666	6336	SCN10A	"sodium channel, voltage-gated, type X, alpha subunit"	-666	-666	N	mlr12k_epsilon5253_978
210853_at	-666	-666	-666	-666	-666	11280	SCN11A	"sodium channel, voltage-gated, type XI, alpha subunit"	-666	-666	N	mlr12k_epsilon5253_978
220791_x_at	-666	-666	-666	-666	-666	11280	SCN11A	"sodium channel, voltage-gated, type XI, alpha subunit"	-666	-666	N	mlr12k_epsilon5253_978
210383_at	-666	-666	-666	-666	-666	6323	SCN1A	"sodium channel, voltage-gated, type I, alpha subunit"	-666	-666	N	mlr12k_epsilon5253_978
205508_at	-666	-666	-666	-666	-666	6324	SCN1B	"sodium channel, voltage-gated, type I, beta"	-666	-666	N	mlr12k_epsilon5253_978
206381_at	-666	-666	-666	-666	-666	6326	SCN2A	"sodium channel, voltage-gated, type II, alpha subunit"	-666	-666	N	mlr12k_epsilon5253_978
210363_s_at	-666	-666	-666	-666	-666	6327	SCN2B	"sodium channel, voltage-gated, type II, beta"	-666	-666	N	mlr12k_epsilon5253_978
210364_at	-666	-666	-666	-666	-666	6327	SCN2B	"sodium channel, voltage-gated, type II, beta"	-666	-666	N	mlr12k_epsilon5253_978
210432_s_at	-666	-666	-666	-666	-666	6328	SCN3A	"sodium channel, voltage-gated, type III, alpha subunit"	-666	-666	N	mlr12k_epsilon5253_978
204722_at	-666	-666	-666	-666	-666	55800	SCN3B	"sodium channel, voltage-gated, type III, beta"	-666	-666	N	mlr12k_epsilon5253_978
204723_at	-666	-666	-666	-666	-666	55800	SCN3B	"sodium channel, voltage-gated, type III, beta"	-666	-666	N	mlr12k_epsilon5253_978
206981_at	-666	-666	-666	-666	-666	6329	SCN4A	"sodium channel, voltage-gated, type IV, alpha subunit"	-666	-666	N	mlr12k_epsilon5253_978
207413_s_at	-666	-666	-666	-666	-666	6331	SCN5A	"sodium channel, voltage-gated, type V, alpha subunit"	-666	-666	N	mlr12k_epsilon5253_978
207864_at	-666	-666	-666	-666	-666	6332	SCN7A	"sodium channel, voltage-gated, type VII, alpha"	-666	-666	N	mlr12k_epsilon5253_978
207049_at	-666	-666	-666	-666	-666	6334	SCN8A	"sodium channel, voltage gated, type VIII, alpha subunit"	-666	-666	N	mlr12k_epsilon5253_978
206950_at	-666	-666	-666	-666	-666	6335	SCN9A	"sodium channel, voltage-gated, type IX, alpha subunit"	-666	-666	N	mlr12k_epsilon5253_978
218672_at	-666	-666	-666	-666	-666	79005	SCNM1	sodium channel modifier 1	-666	-666	N	mlr12k_epsilon5253_978
203453_at	-666	-666	-666	-666	-666	6337	SCNN1A	"sodium channel, nonvoltage-gated 1 alpha"	-666	-666	N	mlr12k_epsilon5253_978
215026_x_at	-666	-666	-666	-666	-666	6337	SCNN1A	"sodium channel, nonvoltage-gated 1 alpha"	-666	-666	N	mlr12k_epsilon5253_978
217264_s_at	-666	-666	-666	-666	-666	6337	SCNN1A	"sodium channel, nonvoltage-gated 1 alpha"	-666	-666	N	mlr12k_epsilon5253_978
205464_at	-666	-666	-666	-666	-666	6338	SCNN1B	"sodium channel, nonvoltage-gated 1, beta"	-666	-666	N	mlr12k_epsilon5253_978
208458_at	-666	-666	-666	-666	-666	6339	SCNN1D	"sodium channel, nonvoltage-gated 1, delta"	-666	-666	N	mlr12k_epsilon5253_978
207295_at	-666	-666	-666	-666	-666	6340	SCNN1G	"sodium channel, nonvoltage-gated 1, gamma"	-666	-666	N	mlr12k_epsilon5253_978
205241_at	-666	-666	-666	-666	-666	9997	SCO2	SCO cytochrome oxidase deficient homolog 2 (yeast)	-666	-666	N	mlr12k_epsilon5253_978
211733_x_at	-666	-666	-666	-666	-666	6342	SCP2	sterol carrier protein 2	-666	-666	N	mlr12k_epsilon5253_978
218217_at	-666	-666	-666	-666	-666	59342	SCPEP1	serine carboxypeptidase 1	-666	-666	N	mlr12k_epsilon5253_978
205475_at	-666	-666	-666	-666	-666	11341	SCRG1	stimulator of chondrogenesis 1	-666	-666	N	mlr12k_epsilon5253_978
212556_at	-666	-666	-666	-666	-666	23513	SCRIB	scribbled homolog (Drosophila)	-666	-666	N	mlr12k_epsilon5253_978
219234_x_at	-666	-666	-666	-666	-666	79634	SCRN3	secernin 3	-666	-666	N	mlr12k_epsilon5253_978
221026_s_at	-666	-666	-666	-666	-666	83482	SCRT1	"scratch homolog 1, zinc finger protein (Drosophila)"	-666	-666	N	mlr12k_epsilon5253_978
221198_at	-666	-666	-666	-666	-666	6343	SCT	secretin	-666	-666	N	mlr12k_epsilon5253_978
210382_at	-666	-666	-666	-666	-666	6344	SCTR	secretin receptor	-666	-666	N	mlr12k_epsilon5253_978
219197_s_at	-666	-666	-666	-666	-666	57758	SCUBE2	"signal peptide, CUB domain, EGF-like 2"	-666	-666	N	mlr12k_epsilon5253_978
217600_at	-666	-666	-666	-666	-666	222663	SCUBE3	"signal peptide, CUB domain, EGF-like 3"	-666	-666	N	mlr12k_epsilon5253_978
221220_s_at	-666	-666	-666	-666	-666	55681	SCYL2	SCY1-like 2 (S. cerevisiae)	-666	-666	N	mlr12k_epsilon5253_978
41329_at	-666	-666	-666	-666	-666	57147	SCYL3	SCY1-like 3 (S. cerevisiae)	-666	-666	N	mlr12k_epsilon5253_978
218607_s_at	-666	-666	-666	-666	-666	55153	SDAD1	SDA1 domain containing 1	-666	-666	N	mlr12k_epsilon5253_978
201286_at	-666	-666	-666	-666	-666	6382	SDC1	syndecan 1	-666	-666	N	mlr12k_epsilon5253_978
201287_s_at	-666	-666	-666	-666	-666	6382	SDC1	syndecan 1	-666	-666	N	mlr12k_epsilon5253_978
212154_at	-666	-666	-666	-666	-666	6383	SDC2	syndecan 2	-666	-666	N	mlr12k_epsilon5253_978
212157_at	-666	-666	-666	-666	-666	6383	SDC2	syndecan 2	-666	-666	N	mlr12k_epsilon5253_978
212158_at	-666	-666	-666	-666	-666	6383	SDC2	syndecan 2	-666	-666	N	mlr12k_epsilon5253_978
202898_at	-666	-666	-666	-666	-666	9672	SDC3	syndecan 3	-666	-666	N	mlr12k_epsilon5253_978
202071_at	-666	-666	-666	-666	-666	6385	SDC4	syndecan 4	-666	-666	N	mlr12k_epsilon5253_978
